book,bookNumber,chapter,verse,reference,referenceKey,testament,text
1 Chronicles,13,11,37,1 Chronicles 11:37,1-chronicles-11-37,Old Testament,"Hezro the Carmelite, Naarai the son of Ezbai,"
1 Chronicles,13,11,38,1 Chronicles 11:38,1-chronicles-11-38,Old Testament,"Joel the brother of Nathan, Mibhar the son of Haggeri,"
1 Chronicles,13,11,39,1 Chronicles 11:39,1-chronicles-11-39,Old Testament,"Zelek the Ammonite, Naharai the Berothite, the armourbearer of Joab the son of Zeruiah,"
1 Chronicles,13,11,40,1 Chronicles 11:40,1-chronicles-11-40,Old Testament,"Ira the Ithrite, Gareb the Ithrite,"
1 Chronicles,13,11,41,1 Chronicles 11:41,1-chronicles-11-41,Old Testament,"Uriah the Hittite, Zabad the son of Ahlai,"
1 Chronicles,13,11,42,1 Chronicles 11:42,1-chronicles-11-42,Old Testament,"Adina the son of Shiza the Reubenite, a captain of the Reubenites, and thirty with him,"
1 Chronicles,13,11,43,1 Chronicles 11:43,1-chronicles-11-43,Old Testament,"Hanan the son of Maachah, and Joshaphat the Mithnite,"
1 Chronicles,13,11,44,1 Chronicles 11:44,1-chronicles-11-44,Old Testament,"Uzzia the Ashterathite, Shama and Jehiel the sons of Hothan the Aroerite,"
1 Chronicles,13,11,45,1 Chronicles 11:45,1-chronicles-11-45,Old Testament,"Jediael the son of Shimri, and Joha his brother, the Tizite,"
1 Chronicles,13,11,46,1 Chronicles 11:46,1-chronicles-11-46,Old Testament,"Eliel the Mahavite, and Jeribai, and Joshaviah, the sons of Elnaam, and Ithmah the Moabite,"
1 Chronicles,13,11,47,1 Chronicles 11:47,1-chronicles-11-47,Old Testament,"Eliel, and Obed, and Jasiel the Mesobaite."
1 Chronicles,13,12,1,1 Chronicles 12:1,1-chronicles-12-1,Old Testament,"Now these are they that came to David to Ziklag, while he yet kept himself close because of Saul the son of Kish: and they were among the mighty men, helpers of the war."
1 Chronicles,13,12,2,1 Chronicles 12:2,1-chronicles-12-2,Old Testament,"They were armed with bows, and could use both the right hand and the left in hurling stones and shooting arrows out of a bow, even of Saul's brethren of Benjamin."
1 Chronicles,13,12,3,1 Chronicles 12:3,1-chronicles-12-3,Old Testament,"The chief was Ahiezer, then Joash, the sons of Shemaah the Gibeathite; and Jeziel, and Pelet, the sons of Azmaveth; and Berachah, and Jehu the Antothite,"
1 Chronicles,13,12,4,1 Chronicles 12:4,1-chronicles-12-4,Old Testament,"And Ismaiah the Gibeonite, a mighty man among the thirty, and over the thirty; and Jeremiah, and Jahaziel, and Johanan, and Josabad the Gederathite,"
1 Chronicles,13,12,5,1 Chronicles 12:5,1-chronicles-12-5,Old Testament,"Eluzai, and Jerimoth, and Bealiah, and Shemariah, and Shephatiah the Haruphite,"
1 Chronicles,13,12,6,1 Chronicles 12:6,1-chronicles-12-6,Old Testament,"Elkanah, and Jesiah, and Azareel, and Joezer, and Jashobeam, the Korhites,"
1 Chronicles,13,12,7,1 Chronicles 12:7,1-chronicles-12-7,Old Testament,"And Joelah, and Zebadiah, the sons of Jeroham of Gedor."
1 Chronicles,13,12,8,1 Chronicles 12:8,1-chronicles-12-8,Old Testament,"And of the Gadites there separated themselves unto David into the hold to the wilderness men of might, and men of war fit for the battle, that could handle shield and buckler, whose faces were like the faces of lions, and were as swift as the roes upon the mountains;"
1 Chronicles,13,12,9,1 Chronicles 12:9,1-chronicles-12-9,Old Testament,"Ezer the first, Obadiah the second, Eliab the third,"
1 Chronicles,13,12,10,1 Chronicles 12:10,1-chronicles-12-10,Old Testament,"Mishmannah the fourth, Jeremiah the fifth,"
1 Chronicles,13,12,11,1 Chronicles 12:11,1-chronicles-12-11,Old Testament,"Attai the sixth, Eliel the seventh,"
1 Chronicles,13,12,12,1 Chronicles 12:12,1-chronicles-12-12,Old Testament,"Johanan the eighth, Elzabad the ninth,"
1 Chronicles,13,12,13,1 Chronicles 12:13,1-chronicles-12-13,Old Testament,"Jeremiah the tenth, Machbanai the eleventh."
1 Chronicles,13,12,14,1 Chronicles 12:14,1-chronicles-12-14,Old Testament,"These were of the sons of Gad, captains of the host: one of the least was over an hundred, and the greatest over a thousand."
1 Chronicles,13,12,15,1 Chronicles 12:15,1-chronicles-12-15,Old Testament,"These are they that went over Jordan in the first month, when it had overflown all his banks; and they put to flight all them of the valleys, both toward the east, and toward the west."
1 Chronicles,13,12,16,1 Chronicles 12:16,1-chronicles-12-16,Old Testament,And there came of the children of Benjamin and Judah to the hold unto David.
1 Chronicles,13,12,17,1 Chronicles 12:17,1-chronicles-12-17,Old Testament,"And David went out to meet them, and answered and said unto them, If ye be come peaceably unto me to help me, mine heart shall be knit unto you: but if ye be come to betray me to mine enemies, seeing there is no wrong in mine hands, the God of our fathers look thereon, and rebuke it."
1 Chronicles,13,12,18,1 Chronicles 12:18,1-chronicles-12-18,Old Testament,"Then the spirit came upon Amasai, who was chief of the captains, and he said, Thine are we, David, and on thy side, thou son of Jesse: peace, peace be unto thee, and peace be to thine helpers; for thy God helpeth thee. Then David received them, and made them captains of the band."
1 Chronicles,13,12,19,1 Chronicles 12:19,1-chronicles-12-19,Old Testament,"And there fell some of Manasseh to David, when he came with the Philistines against Saul to battle: but they helped them not: for the lords of the Philistines upon advisement sent him away, saying, He will fall to his master Saul to the jeopardy of our heads."
1 Chronicles,13,12,20,1 Chronicles 12:20,1-chronicles-12-20,Old Testament,"As he went to Ziklag, there fell to him of Manasseh, Adnah, and Jozabad, and Jediael, and Michael, and Jozabad, and Elihu, and Zilthai, captains of the thousands that were of Manasseh."
1 Chronicles,13,12,21,1 Chronicles 12:21,1-chronicles-12-21,Old Testament,"And they helped David against the band of the rovers: for they were all mighty men of valour, and were captains in the host."
1 Chronicles,13,12,22,1 Chronicles 12:22,1-chronicles-12-22,Old Testament,"For at that time day by day there came to David to help him, until it was a great host, like the host of God."
1 Chronicles,13,12,23,1 Chronicles 12:23,1-chronicles-12-23,Old Testament,"And these are the numbers of the bands that were ready armed to the war, and came to David to Hebron, to turn the kingdom of Saul to him, according to the word of the LORD."
1 Chronicles,13,12,24,1 Chronicles 12:24,1-chronicles-12-24,Old Testament,"The children of Judah that bare shield and spear were six thousand and eight hundred, ready armed to the war."
1 Chronicles,13,12,25,1 Chronicles 12:25,1-chronicles-12-25,Old Testament,"Of the children of Simeon, mighty men of valour for the war, seven thousand and one hundred."
1 Chronicles,13,12,26,1 Chronicles 12:26,1-chronicles-12-26,Old Testament,Of the children of Levi four thousand and six hundred.
1 Chronicles,13,12,27,1 Chronicles 12:27,1-chronicles-12-27,Old Testament,"And Jehoiada was the leader of the Aaronites, and with him were three thousand and seven hundred;"
1 Chronicles,13,12,28,1 Chronicles 12:28,1-chronicles-12-28,Old Testament,"And Zadok, a young man mighty of valour, and of his father's house twenty and two captains."
1 Chronicles,13,12,29,1 Chronicles 12:29,1-chronicles-12-29,Old Testament,"And of the children of Benjamin, the kindred of Saul, three thousand: for hitherto the greatest part of them had kept the ward of the house of Saul."
1 Chronicles,13,12,30,1 Chronicles 12:30,1-chronicles-12-30,Old Testament,"And of the children of Ephraim twenty thousand and eight hundred, mighty men of valour, famous throughout the house of their fathers."
1 Chronicles,13,12,31,1 Chronicles 12:31,1-chronicles-12-31,Old Testament,"And of the half tribe of Manasseh eighteen thousand, which were expressed by name, to come and make David king."
1 Chronicles,13,12,32,1 Chronicles 12:32,1-chronicles-12-32,Old Testament,"And of the children of Issachar, which were men that had understanding of the times, to know what Israel ought to do; the heads of them were two hundred; and all their brethren were at their commandment."
1 Chronicles,13,12,33,1 Chronicles 12:33,1-chronicles-12-33,Old Testament,"Of Zebulun, such as went forth to battle, expert in war, with all instruments of war, fifty thousand, which could keep rank: they were not of double heart."
1 Chronicles,13,12,34,1 Chronicles 12:34,1-chronicles-12-34,Old Testament,"And of Naphtali a thousand captains, and with them with shield and spear thirty and seven thousand."
1 Chronicles,13,12,35,1 Chronicles 12:35,1-chronicles-12-35,Old Testament,And of the Danites expert in war twenty and eight thousand and six hundred.
1 Chronicles,13,12,36,1 Chronicles 12:36,1-chronicles-12-36,Old Testament,"And of Asher, such as went forth to battle, expert in war, forty thousand."
1 Chronicles,13,12,37,1 Chronicles 12:37,1-chronicles-12-37,Old Testament,"And on the other side of Jordan, of the Reubenites, and the Gadites, and of the half tribe of Manasseh, with all manner of instruments of war for the battle, an hundred and twenty thousand."
1 Chronicles,13,12,38,1 Chronicles 12:38,1-chronicles-12-38,Old Testament,"All these men of war, that could keep rank, came with a perfect heart to Hebron, to make David king over all Israel: and all the rest also of Israel were of one heart to make David king."
1 Chronicles,13,12,39,1 Chronicles 12:39,1-chronicles-12-39,Old Testament,"And there they were with David three days, eating and drinking: for their brethren had prepared for them."
1 Chronicles,13,12,40,1 Chronicles 12:40,1-chronicles-12-40,Old Testament,"Moreover they that were nigh them, even unto Issachar and Zebulun and Naphtali, brought bread on asses, and on camels, and on mules, and on oxen, and meat, meal, cakes of figs, and bunches of raisins, and wine, and oil, and oxen, and sheep abundantly: for there was joy in Israel."
1 Chronicles,13,13,1,1 Chronicles 13:1,1-chronicles-13-1,Old Testament,"And David consulted with the captains of thousands and hundreds, and with every leader."
1 Chronicles,13,13,2,1 Chronicles 13:2,1-chronicles-13-2,Old Testament,"And David said unto all the congregation of Israel, If it seem good unto you, and that it be of the LORD our God, let us send abroad unto our brethren every where, that are left in all the land of Israel, and with them also to the priests and Levites which are in their cities and suburbs, that they may gather themselves unto us:"
1 Chronicles,13,13,3,1 Chronicles 13:3,1-chronicles-13-3,Old Testament,And let us bring again the ark of our God to us: for we inquired not at it in the days of Saul.
1 Chronicles,13,13,4,1 Chronicles 13:4,1-chronicles-13-4,Old Testament,And all the congregation said that they would do so: for the thing was right in the eyes of all the people.
1 Chronicles,13,13,5,1 Chronicles 13:5,1-chronicles-13-5,Old Testament,"So David gathered all Israel together, from Shihor of Egypt even unto the entering of Hemath, to bring the ark of God from Kirjathjearim."
1 Chronicles,13,13,6,1 Chronicles 13:6,1-chronicles-13-6,Old Testament,"And David went up, and all Israel, to Baalah, that is, to Kirjathjearim, which belonged to Judah, to bring up thence the ark of God the LORD, that dwelleth between the cherubims, whose name is called on it."
1 Chronicles,13,13,7,1 Chronicles 13:7,1-chronicles-13-7,Old Testament,And they carried the ark of God in a new cart out of the house of Abinadab: and Uzza and Ahio drave the cart.
1 Chronicles,13,13,8,1 Chronicles 13:8,1-chronicles-13-8,Old Testament,"And David and all Israel played before God with all their might, and with singing, and with harps, and with psalteries, and with timbrels, and with cymbals, and with trumpets."
1 Chronicles,13,13,9,1 Chronicles 13:9,1-chronicles-13-9,Old Testament,"And when they came unto the threshingfloor of Chidon, Uzza put forth his hand to hold the ark; for the oxen stumbled."
1 Chronicles,13,13,10,1 Chronicles 13:10,1-chronicles-13-10,Old Testament,"And the anger of the LORD was kindled against Uzza, and he smote him, because he put his hand to the ark: and there he died before God."
1 Chronicles,13,13,11,1 Chronicles 13:11,1-chronicles-13-11,Old Testament,"And David was displeased, because the LORD had made a breach upon Uzza: wherefore that place is called Perezuzza to this day."
1 Chronicles,13,13,12,1 Chronicles 13:12,1-chronicles-13-12,Old Testament,"And David was afraid of God that day, saying, How shall I bring the ark of God home to me?"
1 Chronicles,13,13,13,1 Chronicles 13:13,1-chronicles-13-13,Old Testament,"So David brought not the ark home to himself to the city of David, but carried it aside into the house of Obededom the Gittite."
1 Chronicles,13,13,14,1 Chronicles 13:14,1-chronicles-13-14,Old Testament,"And the ark of God remained with the family of Obededom in his house three months. And the LORD blessed the house of Obededom, and all that he had."
1 Chronicles,13,14,1,1 Chronicles 14:1,1-chronicles-14-1,Old Testament,"Now Hiram king of Tyre sent messengers to David, and timber of cedars, with masons and carpenters, to build him an house."
1 Chronicles,13,14,2,1 Chronicles 14:2,1-chronicles-14-2,Old Testament,"And David perceived that the LORD had confirmed him king over Israel, for his kingdom was lifted up on high, because of his people Israel."
1 Chronicles,13,14,3,1 Chronicles 14:3,1-chronicles-14-3,Old Testament,And David took more wives at Jerusalem: and David begat more sons and daughters.
1 Chronicles,13,14,4,1 Chronicles 14:4,1-chronicles-14-4,Old Testament,"Now these are the names of his children which he had in Jerusalem; Shammua, and Shobab, Nathan, and Solomon,"
1 Chronicles,13,14,5,1 Chronicles 14:5,1-chronicles-14-5,Old Testament,"And Ibhar, and Elishua, and Elpalet,"
1 Chronicles,13,14,6,1 Chronicles 14:6,1-chronicles-14-6,Old Testament,"And Nogah, and Nepheg, and Japhia,"
1 Chronicles,13,14,7,1 Chronicles 14:7,1-chronicles-14-7,Old Testament,"And Elishama, and Beeliada, and Eliphalet."
1 Chronicles,13,14,8,1 Chronicles 14:8,1-chronicles-14-8,Old Testament,"And when the Philistines heard that David was anointed king over all Israel, all the Philistines went up to seek David. And David heard of it, and went out against them."
1 Chronicles,13,14,9,1 Chronicles 14:9,1-chronicles-14-9,Old Testament,And the Philistines came and spread themselves in the valley of Rephaim.
1 Chronicles,13,14,10,1 Chronicles 14:10,1-chronicles-14-10,Old Testament,"And David inquired of God, saying, Shall I go up against the Philistines? and wilt thou deliver them into mine hand? And the LORD said unto him, Go up; for I will deliver them into thine hand."
1 Chronicles,13,14,11,1 Chronicles 14:11,1-chronicles-14-11,Old Testament,"So they came up to Baalperazim; and David smote them there. Then David said, God hath broken in upon mine enemies by mine hand like the breaking forth of waters: therefore they called the name of that place Baalperazim."
1 Chronicles,13,14,12,1 Chronicles 14:12,1-chronicles-14-12,Old Testament,"And when they had left their gods there, David gave a commandment, and they were burned with fire."
1 Chronicles,13,14,13,1 Chronicles 14:13,1-chronicles-14-13,Old Testament,And the Philistines yet again spread themselves abroad in the valley.
1 Chronicles,13,14,14,1 Chronicles 14:14,1-chronicles-14-14,Old Testament,"Therefore David inquired again of God; and God said unto him, Go not up after them; turn away from them, and come upon them over against the mulberry trees."
1 Chronicles,13,14,15,1 Chronicles 14:15,1-chronicles-14-15,Old Testament,"And it shall be, when thou shalt hear a sound of going in the tops of the mulberry trees, that then thou shalt go out to battle: for God is gone forth before thee to smite the host of the Philistines."
1 Chronicles,13,14,16,1 Chronicles 14:16,1-chronicles-14-16,Old Testament,David therefore did as God commanded him: and they smote the host of the Philistines from Gibeon even to Gazer.
